"Spawning Stock","Facility Stock","Parent Activity Type","Activity Type","Parent Activity No","Activity No","Activity Start Date","Start Time","Inventory Lot",Container,"Source Location Type","Operations Location","Second Location","Associated Party","Maturity Class","External Mark","Clip Placement","Internal Mark",Cause,"Action Taken","Observation Method","Capture Type","Capture Method","Mortality Disposition","Total Count","Total Recaptured Count",Withdrawals,Deposits,Removals,Releases
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248597,248819,09/02/2021,11:17:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1479,0,0,0,1479,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248597,248819,09/02/2021,11:17:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,273,0,0,0,273,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248627,248858,09/02/2021,12:35:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248627,248858,09/02/2021,12:35:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,12,0,0,0,12,0
"2021 Nitinat R Fall Coho","2021 Nitinat R Fall Coho","Adult Capture",Surplus,248539,248914,09/02/2021,11:19:00,"2021 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,4,0,0,0,4,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248557,248809,09/03/2021,11:20:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,257,0,0,0,257,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248557,248827,09/03/2021,11:21:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,76,0,0,0,76,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248557,248824,09/03/2021,12:36:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,82,0,0,0,82,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248557,248809,09/03/2021,11:20:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,311,0,0,0,311,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248557,248824,09/03/2021,12:36:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,42,0,0,0,42,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248569,248857,09/03/2021,11:21:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248569,248881,09/03/2021,12:36:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,2,0,0,0,2,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248569,248881,09/03/2021,12:36:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2021 Nitinat R Fall Coho","2021 Nitinat R Fall Coho","Adult Capture",Surplus,248610,248918,09/03/2021,11:21:00,"2021 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Nitinat R Fall Coho","2021 Nitinat R Fall Coho","Adult Capture",Surplus,248610,248918,09/03/2021,11:21:00,"2021 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,2,0,0,0,2,0
"2021 Nitinat R Fall Coho","2021 Nitinat R Fall Coho","Adult Capture",Surplus,248610,248918,09/03/2021,11:21:00,"2021 Nitinat R Fall Coho Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Clipped,Adipose,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248612,248845,09/04/2021,12:38:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,152,0,0,0,152,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248612,248845,09/04/2021,12:38:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,104,0,0,0,104,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248639,248895,09/04/2021,12:38:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,4,0,0,0,4,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248577,248823,09/05/2021,12:39:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,135,0,0,0,135,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248577,248823,09/05/2021,12:39:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,86,0,0,0,86,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248602,248883,09/05/2021,12:39:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,20,0,0,0,20,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248602,248883,09/05/2021,12:39:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,5,0,0,0,5,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248638,248810,09/06/2021,12:40:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,73,0,0,0,73,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248638,248810,09/06/2021,12:40:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,88,0,0,0,88,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248537,248891,09/06/2021,12:40:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,75,0,0,0,75,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248537,248891,09/06/2021,12:40:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,22,0,0,0,22,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248563,248852,09/07/2021,14:13:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,97,0,0,0,97,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248563,248855,09/07/2021,11:24:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248563,248855,09/07/2021,11:24:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,2,0,0,0,2,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248563,248852,09/07/2021,14:13:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,71,0,0,0,71,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248608,248884,09/07/2021,11:08:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,69,0,0,0,69,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248608,248884,09/07/2021,11:08:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,16,0,0,0,16,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248551,248808,09/08/2021,14:15:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,59,0,0,0,59,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248551,248808,09/08/2021,14:15:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,65,0,0,0,65,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248575,248888,09/08/2021,11:10:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,6,0,0,0,6,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248575,248888,09/08/2021,11:10:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,12,0,0,0,12,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",065433,069407,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,,Jack,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,8,0,0,0,8,8
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",065433,069407,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,3
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",065433,069407,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,9,0,0,0,9,9
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Jack,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Female,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Male,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,21,0,0,0,21,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Jack,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Release to Waterbody",065433,069407,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,4,0,0,0,4,4
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,065433,069399,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,10,0,0,0,10,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,064822,065336,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,3,0,0,0,3,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture",Surplus,064822,065336,09/09/2021,08:30:00,"2021 Sarita R Fall Chinook Adults",,River/Lake,"Hunter Cr Confluence",,"Huu-ay-aht First Nation",Male,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,1,0,0,0,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",064822,065322,09/09/2021,09:01:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Female,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",064822,065322,09/09/2021,09:01:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,5,0,0,5,5,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",065433,069393,09/09/2021,09:02:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Female,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,12,0,0,12,12,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",064822,065322,09/09/2021,09:01:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Male,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",064822,065322,09/09/2021,09:01:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,6,0,0,6,6,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",064822,065322,09/09/2021,09:01:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Male,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",065433,069393,09/09/2021,09:02:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Female,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,13,0,0,13,13,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",065433,069393,09/09/2021,09:02:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Male,Unclipped,,"No Internal Mark",,,,"Fishing Event","Seine, beach",,32,0,0,32,32,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",065433,069393,09/09/2021,09:02:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Female,Clipped,Adipose,"No Internal Mark",,,,"Fishing Event","Seine, beach",,1,0,0,1,1,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook","Adult Capture","Deposit to Holding",065433,069393,09/09/2021,09:02:00,"2021 Sarita R Fall Chinook Adults",LRT-11,River/Lake,"Hunter Cr Confluence",,,Male,Clipped,Adipose,CWT,,,,"Fishing Event","Seine, beach",,9,0,0,9,9,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248607,248826,09/09/2021,08:15:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,173,0,0,0,173,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248607,248826,09/09/2021,08:15:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,103,0,0,0,103,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248617,248892,09/09/2021,08:15:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Female,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,16,0,0,0,16,0
"2021 Nitinat R Fall Chum","2021 Nitinat R Fall Chum","Adult Capture",Surplus,248617,248892,09/09/2021,08:15:00,"2021 Nitinat R Fall Chum Adults",,River/Lake,"Nitinat Lake",,"Ditidaht First Nation",Male,"Unchecked External Mark",,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,84,0,0,0,84,0
"2021 Sarita R Fall Chinook","2021 Sarita R Fall Chinook",,Mortalities,,070850,09/10/2021,13:58:00,"2021 Sarita R Fall Chinook Adults",LRT-11,"Holding Pond",,,,Female,Unclipped,,"No Internal Mark","Natural Mortality",,,,,Morgue,2,0,2,0,0,0
"2021 Nitinat R Fall Chinook","2021 Nitinat R Fall Chinook","Adult Capture",Surplus,248547,248820,09/10/2021,11:25:00,"2021 Nitinat R Fall Chinook Adults",,River/Lake,"Nitinat Lake",,"Yamazaki Enterprises",Jack,Unclipped,,"Unchecked Internal Mark",,,,"Fishing Event","Seine, beach",,4,0,0,0,4,0
